,id,lat,lon,diam,depth
19298,25-000136,-43.225,-112.239,44.89,1.72
19361,25-000255,-41.088,-110.388,32.56,0.8
19428,25-000406,-40.86,-109.549,23.8,0.23
19473,25-000513,-39.57,-112.346,20.54,0.11
19582,25-000774,-43.698,-111.648,14.87,0.21
19590,25-000790,-40.418,-108.061,14.68,0.02
19599,25-000805,-40.484,-110.728,14.51,0.33
19737,25-001122,-44.583,-111.941,10.69,0.52
19790,25-001231,-40.842,-109.773,9.72,0.36
19840,25-001335,-40.581,-111.274,8.98,0.05
19863,25-001384,-40.673,-109.292,8.64,0.43
19868,25-001392,-44.206,-112.27,8.58,0.24
