,id,lat,lon,diam,depth
16772,23-000017,-19.602,179.818,95.75,1.74
16780,23-000025,-17.025,175.52,84.71,0.32
16792,23-000037,-18.915,174.739,74.02,0.44
16804,23-000049,-21.845,178.352,67.17,0.21
16865,23-000110,-20.714,175.162,45.55,0.13
16900,23-000145,-19.345,178.235,40.71,1.03
16913,23-000158,-21.136,179.002,39.08,0.65
16921,23-000166,-18.998,178.311,38.34,1.65
16931,23-000176,-18.587,178.945,37.59,0.43
16946,23-000191,-17.593,178.105,36.77,0.99
16951,23-000196,-17.775,179.127,36.57,0.52
16955,23-000200,-20.857,179.836,36.38,1.29
16973,23-000218,-17.702,177.663,34.31,1.51
16986,23-000231,-20.35,174.493,33.34,1.01
17070,23-000315,-19.27,176.05,27.99,1.07
17086,23-000331,-17.946,178.71,27.33,0.37
17157,23-000402,-20.428,176.867,24.12,0.63
17212,23-000457,-18.644,174.903,21.92,0.25
17219,23-000464,-17.843,174.668,21.73,0.79
17244,23-000489,-21.74,175.361,20.95,0.05
17263,23-000508,-16.95,175.619,20.6,1.2
17265,23-000510,-18.281,176.12,20.58,0.57
17297,23-000542,-19.683,176.965,19.78,1.08
17319,23-000564,-21.15,175.922,19.21,0.66
17321,23-000566,-18.838,175.909,19.19,0.67
17344,23-000589,-17.101,177.169,18.59,0.86
17429,23-000674,-19.901,176.761,17.02,1.16
17451,23-000696,-19.539,179.102,16.51,0.79
17457,23-000702,-20.585,178.311,16.43,0.32
17547,23-000792,-19.634,174.433,14.92,0.42
17588,23-000833,-19.086,177.623,14.32,1.2
17589,23-000834,-21.232,178.325,14.31,0.51
17597,23-000842,-17.004,179.116,14.18,0.26
17660,23-000905,-18.392,177.716,13.27,1.02
17667,23-000912,-18.261,179.581,13.2,1.02
17722,23-000967,-21.331,178.533,12.67,0.31
17741,23-000986,-22.024,179.309,12.4,0.45
17766,23-001011,-20.282,176.408,12.11,0.86
17767,23-001012,-19.985,175.679,12.11,0.4
17781,23-001026,-19.023,176.318,11.96,0.0
17794,23-001039,-20.742,177.913,11.8,0.0
17803,23-001048,-20.834,175.91,11.72,0.4
17889,23-001134,-17.025,175.847,11.05,0.34
18000,23-001245,-20.037,179.338,10.07,1.03
18007,23-001252,-19.354,177.02,10.01,0.87
18014,23-001259,-21.866,176.021,9.97,0.22
18050,23-001295,-22.014,175.729,9.72,0.37
18055,23-001300,-17.031,174.768,9.66,0.37
18060,23-001305,-17.392,174.79,9.62,0.41
18074,23-001319,-18.924,179.321,9.46,0.6
18126,23-001371,-22.331,175.881,9.11,0.24
18156,23-001401,-19.901,174.538,8.99,0.22
18162,23-001407,-18.019,174.58,8.95,0.9
18175,23-001420,-18.38,174.631,8.88,0.86
18178,23-001423,-17.627,174.466,8.84,0.26
18180,23-001425,-19.263,177.124,8.81,1.13
18190,23-001435,-21.388,178.146,8.76,0.39
18196,23-001441,-18.163,178.202,8.73,0.2
18238,23-001483,-21.33,175.445,8.55,0.79
18307,23-001552,-21.962,176.355,8.2,0.74
18328,23-001573,-19.467,176.899,8.1,0.83
18332,23-001577,-20.774,178.089,8.08,0.0
18339,23-001584,-21.384,174.732,8.04,0.28
18340,23-001585,-17.682,179.877,8.04,0.29
18343,23-001588,-19.47,176.626,8.02,0.27
