,id,lat,lon,diam,depth
11810,20-000004,-16.799,19.222,236.06,1.19
11865,20-000059,-12.949,22.279,69.4,1.52
11902,20-000096,-13.095,20.88,56.3,0.14
11939,20-000133,-11.994,21.448,50.37,0.88
11964,20-000158,-13.3,20.063,46.1,1.27
12023,20-000217,-11.664,17.752,39.33,0.74
12100,20-000294,-13.077,17.935,33.18,1.88
12170,20-000364,-12.044,17.645,29.4,1.78
12231,20-000425,-13.072,21.18,27.09,0.65
12256,20-000450,-13.066,19.138,26.36,0.27
12259,20-000453,-11.797,20.516,26.27,0.95
12287,20-000481,-15.265,20.412,25.5,0.68
12307,20-000501,-11.526,19.352,24.79,0.55
12474,20-000668,-12.653,19.547,20.17,0.4
12506,20-000700,-12.412,21.756,19.44,0.69
12649,20-000843,-11.955,17.102,16.48,0.45
12701,20-000895,-14.972,17.891,15.78,0.4
12702,20-000896,-15.864,16.879,15.76,0.47
12825,20-001019,-15.193,17.092,14.19,0.41
12941,20-001135,-16.817,17.083,12.78,0.88
13020,20-001214,-15.297,17.878,11.99,0.6
13030,20-001224,-11.504,21.813,11.83,0.11
13075,20-001269,-14.4,21.197,11.44,0.92
13096,20-001290,-15.432,22.141,11.23,0.32
13106,20-001300,-16.435,17.194,11.1,0.19
13260,20-001454,-11.661,18.825,9.85,0.1
13294,20-001488,-15.744,21.146,9.62,0.14
13312,20-001506,-16.116,21.023,9.48,0.96
13325,20-001519,-14.328,18.779,9.4,0.84
13424,20-001618,-13.301,21.25,8.81,0.42
13447,20-001641,-15.461,17.702,8.63,0.88
13454,20-001648,-11.494,22.149,8.61,0.16
13485,20-001679,-16.461,22.091,8.44,0.07
13555,20-001749,-14.365,19.346,8.02,0.69
