,id,lat,lon,diam,depth
5953,13-000007,7.404,59.216,115.29,0.63
5961,13-000015,7.136,60.203,100.1,0.43
5988,13-000042,10.93,56.771,72.73,0.81
6014,13-000068,6.572,57.526,62.38,0.18
6020,13-000074,9.139,58.591,60.73,0.89
6042,13-000096,8.282,57.425,53.04,0.62
6048,13-000102,10.307,56.848,51.8,0.48
6089,13-000143,7.939,57.369,41.38,0.81
6096,13-000150,5.89,61.101,40.67,1.24
6102,13-000156,6.952,58.692,39.2,0.0
6122,13-000176,9.878,58.149,36.04,0.59
6132,13-000186,6.478,61.172,34.71,1.54
6146,13-000200,10.111,57.01,33.71,0.35
6166,13-000220,7.269,58.406,32.18,1.3
6216,13-000270,8.733,59.55,27.87,0.27
6245,13-000299,11.247,59.459,25.46,0.19
6271,13-000325,8.291,58.144,24.06,1.4
6286,13-000340,9.269,59.499,23.43,0.57
6287,13-000341,10.434,57.822,23.39,0.53
6303,13-000357,9.608,59.532,22.03,0.18
6357,13-000411,10.653,58.428,19.19,0.0
6358,13-000412,9.49,58.919,19.15,0.61
6386,13-000440,6.124,59.768,18.13,0.32
6387,13-000441,10.688,59.116,18.1,1.18
6413,13-000467,10.816,58.164,17.4,0.34
6447,13-000501,10.196,57.892,16.77,0.48
6465,13-000519,6.579,58.985,16.24,0.0
6527,13-000581,7.894,58.381,14.78,0.39
6532,13-000586,10.548,58.27,14.63,0.0
6566,13-000620,9.527,59.216,13.88,0.19
6586,13-000640,7.83,57.95,13.48,0.13
6600,13-000654,8.593,60.044,13.24,0.16
6659,13-000713,10.43,58.606,12.35,0.84
6667,13-000721,9.135,57.977,12.23,0.22
6679,13-000733,6.323,57.73,12.08,0.9
6704,13-000758,9.814,58.742,11.82,0.74
6751,13-000805,8.611,59.067,11.24,0.83
6882,13-000936,8.057,56.529,9.8,0.14
6889,13-000943,8.991,56.904,9.76,0.81
7016,13-001070,11.238,58.348,8.64,0.23
7056,13-001110,10.362,58.364,8.35,0.49
7064,13-001118,6.612,58.777,8.29,0.36
7070,13-001124,9.892,57.352,8.25,0.13
7085,13-001139,6.155,58.25,8.08,0.64
