,id,lat,lon,diam,depth
1880,07-000032,44.023,159.229,34.06,1.46
1886,07-000042,42.882,157.79,30.43,1.09
1917,07-000101,40.207,157.926,18.7,0.07
1919,07-000105,41.339,161.158,18.28,0.11
1949,07-000171,40.906,158.813,13.34,0.18
1984,07-000228,40.75,160.852,10.15,0.11
1989,07-000233,43.403,162.415,9.99,0.21
1990,07-000234,44.662,162.468,9.88,0.18
1991,07-000236,43.815,160.753,9.84,0.07
2001,07-000257,39.814,162.084,9.17,0.12
2011,07-000273,40.502,161.414,8.84,0.14
2012,07-000275,43.101,157.946,8.78,0.36
2023,07-000287,40.886,160.25,8.56,0.11
2035,07-000306,43.024,161.625,8.23,0.73
2042,07-000317,44.887,162.31,8.03,0.08
