,id,lat,lon,diam,depth
15288,22-000059,-13.735,113.468,58.54,2.79
15370,22-000141,-15.296,114.457,39.54,1.18
15443,22-000214,-14.072,117.1,32.89,1.73
15556,22-000327,-15.713,114.13,25.25,0.05
15583,22-000354,-15.647,112.743,24.38,1.53
15681,22-000452,-14.081,115.507,21.07,0.78
15709,22-000480,-13.011,115.759,20.14,0.32
15724,22-000495,-11.313,116.375,19.77,0.68
15725,22-000496,-14.33,114.024,19.75,0.82
15741,22-000512,-13.111,116.572,19.43,0.27
15779,22-000550,-13.239,115.076,18.34,0.53
15786,22-000557,-12.177,117.429,18.12,0.28
15808,22-000579,-13.998,116.72,17.7,1.36
15812,22-000583,-13.095,116.175,17.68,0.61
15824,22-000595,-16.688,114.821,17.48,0.12
15853,22-000624,-15.717,116.197,16.78,0.0
15860,22-000631,-12.288,114.327,16.6,0.45
15926,22-000697,-16.505,117.875,15.75,0.12
15986,22-000757,-12.605,114.962,14.66,0.99
16056,22-000827,-11.898,116.335,13.79,0.52
16078,22-000849,-15.963,113.123,13.48,0.95
16170,22-000941,-13.497,117.577,12.36,0.33
16188,22-000959,-15.423,116.127,12.15,0.08
16306,22-001077,-15.703,116.201,11.12,0.0
16307,22-001078,-12.999,117.707,11.1,0.13
16386,22-001157,-14.343,115.893,10.38,0.27
16390,22-001161,-15.111,115.206,10.34,0.01
16395,22-001166,-14.062,117.489,10.29,1.01
16409,22-001180,-11.507,116.767,10.17,0.9
16432,22-001203,-12.746,116.894,10.03,0.26
16458,22-001229,-15.529,113.676,9.82,0.0
16469,22-001240,-14.056,114.995,9.73,0.91
16506,22-001277,-14.855,116.441,9.52,0.3
16511,22-001282,-14.936,115.195,9.44,0.12
16542,22-001313,-14.874,117.79,9.15,0.2
16545,22-001316,-11.707,114.341,9.13,0.19
16597,22-001368,-13.484,115.61,8.79,0.16
16667,22-001438,-14.085,116.213,8.42,0.17
16681,22-001452,-12.661,114.562,8.35,0.21
16684,22-001455,-11.971,117.299,8.33,0.17
