,id,lat,lon,diam,depth
2445,10-000002,10.129,-53.708,146.02,0.0
2462,10-000019,10.08,-52.224,58.64,2.55
2484,10-000041,6.96,-53.541,44.61,1.61
2495,10-000052,11.099,-52.908,41.67,1.94
2503,10-000060,8.792,-54.659,38.49,1.28
2510,10-000067,8.89,-52.385,37.17,1.05
2514,10-000071,8.333,-54.94,36.08,1.32
2533,10-000090,8.713,-51.582,30.83,0.92
2552,10-000109,9.213,-52.725,27.96,1.56
2562,10-000119,7.937,-53.068,25.76,0.77
2574,10-000131,7.831,-53.01,24.38,1.36
2606,10-000163,5.731,-55.354,21.57,1.47
2618,10-000175,6.865,-52.038,20.24,0.9
2675,10-000232,7.98,-51.594,16.42,1.25
2708,10-000265,6.325,-52.055,14.83,0.5
2709,10-000266,9.731,-55.241,14.8,0.38
2730,10-000287,10.286,-54.906,14.12,0.47
2731,10-000288,11.006,-56.19,14.07,0.6
2732,10-000289,6.09,-51.953,13.95,0.51
2733,10-000290,8.855,-56.049,13.94,0.58
2753,10-000310,8.649,-51.76,13.18,1.02
2758,10-000315,9.387,-52.363,12.84,1.03
2774,10-000331,6.116,-55.411,12.48,0.21
2779,10-000336,8.946,-52.021,12.35,0.61
2791,10-000348,11.19,-55.807,12.02,0.58
2796,10-000353,7.581,-51.749,11.83,0.54
2803,10-000360,9.94,-53.498,11.69,0.47
2805,10-000362,9.735,-51.22,11.64,0.45
2817,10-000374,8.215,-50.65,11.38,1.05
2829,10-000386,7.686,-51.548,11.0,0.44
2833,10-000390,8.95,-51.745,10.86,0.69
2851,10-000408,8.054,-52.904,10.44,0.49
2857,10-000414,10.624,-53.053,10.28,0.81
2864,10-000421,7.911,-52.457,10.19,0.86
2918,10-000475,9.181,-50.646,9.18,1.09
2930,10-000487,8.855,-53.493,9.05,0.83
2932,10-000489,9.609,-54.618,9.04,0.44
2976,10-000533,10.589,-53.189,8.53,0.72
2992,10-000549,6.029,-51.781,8.37,0.37
