,id,lat,lon,diam,depth
11813,20-000007,-23.118,8.507,174.55,0.8
11845,20-000039,-27.817,8.385,79.85,0.58
11847,20-000041,-27.528,7.778,77.95,0.78
11890,20-000084,-26.997,8.133,59.7,0.72
11951,20-000145,-23.416,6.75,48.13,0.82
11999,20-000193,-26.086,6.726,41.15,1.4
12076,20-000270,-25.523,7.584,33.95,1.0
12089,20-000283,-24.741,6.252,33.51,0.18
12222,20-000416,-25.226,7.749,27.33,0.11
12289,20-000483,-27.352,8.768,25.45,0.22
12309,20-000503,-24.692,9.673,24.76,0.83
12326,20-000520,-24.08,8.502,24.2,1.77
12345,20-000539,-24.528,11.049,23.68,0.38
12354,20-000548,-28.098,6.976,23.35,1.59
12370,20-000564,-27.398,10.338,22.71,1.74
12433,20-000627,-25.291,11.179,21.16,0.55
12450,20-000644,-24.316,7.318,20.69,0.17
12482,20-000676,-23.247,7.229,19.98,1.39
12560,20-000754,-28.013,6.008,18.35,0.38
12640,20-000834,-24.51,10.7,16.61,0.49
12668,20-000862,-25.069,7.47,16.27,1.1
12675,20-000869,-26.347,9.722,16.14,0.48
12776,20-000970,-25.46,10.512,14.79,0.05
12866,20-001060,-23.735,10.765,13.58,0.3
12877,20-001071,-26.433,10.248,13.42,1.18
12914,20-001108,-24.965,7.303,13.15,0.13
12918,20-001112,-25.424,8.983,13.11,1.01
12923,20-001117,-22.762,7.895,13.03,1.03
13044,20-001238,-26.828,6.391,11.73,0.25
13104,20-001298,-27.765,8.429,11.11,1.07
13105,20-001299,-24.091,11.022,11.11,1.04
13121,20-001315,-24.914,6.04,11.0,0.18
13124,20-001318,-27.689,9.77,10.93,0.21
13126,20-001320,-24.428,9.257,10.9,0.55
13185,20-001379,-25.43,8.269,10.51,0.12
13213,20-001407,-26.348,7.125,10.25,0.17
13234,20-001428,-23.4,10.155,10.12,0.86
13259,20-001453,-24.699,8.69,9.85,0.48
13266,20-001460,-24.604,7.119,9.8,0.25
13513,20-001707,-26.077,7.127,8.22,0.31
