,id,lat,lon,diam,depth
7131,14-000034,5.664,100.231,47.8,0.63
7205,14-000108,7.575,98.539,28.27,1.76
7211,14-000114,6.464,96.427,27.68,0.99
7220,14-000123,7.446,100.191,26.78,0.75
7248,14-000151,7.491,97.207,24.45,1.27
7274,14-000177,5.76,97.111,22.52,0.15
7275,14-000178,7.387,96.398,22.48,1.77
7303,14-000206,6.951,97.215,21.09,0.53
7315,14-000218,8.859,95.739,20.11,1.17
7322,14-000225,7.853,99.909,20.03,1.43
7361,14-000264,5.625,97.324,17.84,0.31
7376,14-000279,6.977,100.506,16.97,0.96
7413,14-000316,7.466,100.533,15.16,0.37
7487,14-000390,7.707,96.28,13.17,0.66
7507,14-000410,8.0,97.411,12.57,0.85
7551,14-000454,9.812,100.086,11.61,0.87
7573,14-000476,5.943,99.396,11.24,0.41
7576,14-000479,10.401,99.827,11.22,0.71
7637,14-000540,6.409,96.106,10.23,0.91
7705,14-000608,9.62,95.632,9.08,0.84
7754,14-000657,6.22,99.182,8.55,1.11
7758,14-000661,9.8,98.489,8.51,0.83
7786,14-000689,9.454,99.457,8.29,0.82
7814,14-000717,8.523,98.245,8.0,0.79
