,id,lat,lon,diam,depth
739,05-000020,41.502,8.741,73.51,0.41
761,05-000043,39.642,6.519,55.51,0.63
840,05-000137,43.293,6.64,34.05,0.12
953,05-000269,39.475,8.329,24.24,0.48
975,05-000297,44.184,10.767,23.12,0.16
1018,05-000347,43.475,9.952,20.94,0.43
1039,05-000372,43.267,7.571,20.06,0.12
1068,05-000407,39.781,5.805,18.81,0.68
1088,05-000429,40.041,8.403,18.0,0.35
1157,05-000512,43.42,9.195,15.22,0.29
1165,05-000521,40.885,9.671,15.06,0.26
1194,05-000553,40.758,9.332,14.17,0.27
1226,05-000588,41.448,7.33,13.41,0.3
1233,05-000596,41.271,9.681,13.24,0.4
1243,05-000616,43.576,9.123,12.88,0.0
1245,05-000618,43.275,9.145,12.87,0.21
1323,05-000715,39.402,8.878,11.42,0.14
1378,05-000784,40.074,10.688,10.61,0.21
1437,05-000852,44.251,7.506,10.02,0.1
1457,05-000877,41.495,6.018,9.71,0.27
1463,05-000883,39.805,10.66,9.65,0.1
1499,05-000930,43.829,11.017,9.27,0.24
1513,05-000949,44.11,10.083,9.03,0.09
1551,05-000994,44.189,8.046,8.69,0.1
1570,05-001020,40.153,9.302,8.39,0.21
1602,05-001062,41.788,10.367,8.08,0.04
1603,05-001063,43.67,8.292,8.06,0.05
1610,05-001072,41.55,7.543,8.03,0.12
