,id,lat,lon,diam,depth
16785,23-000030,-9.591,166.98,78.73,2.13
16870,23-000115,-7.88,163.8,44.89,0.24
16958,23-000203,-8.728,167.112,35.91,0.41
17247,23-000492,-9.4,166.138,20.86,0.19
17504,23-000749,-10.853,164.28,15.53,1.02
17526,23-000771,-11.095,167.201,15.28,0.89
17839,23-001084,-7.271,165.069,11.44,0.79
17866,23-001111,-7.644,165.843,11.18,0.14
17892,23-001137,-7.98,163.298,11.03,0.67
17913,23-001158,-6.027,167.656,10.83,0.95
17915,23-001160,-8.295,164.299,10.81,0.81
17957,23-001202,-9.571,163.664,10.44,0.08
17974,23-001219,-8.662,166.398,10.3,0.23
18079,23-001324,-7.264,163.617,9.42,0.06
18270,23-001515,-11.235,165.811,8.36,0.78
