,id,lat,lon,diam,depth
728,05-000009,36.147,13.983,116.07,1.56
757,05-000039,35.141,12.484,57.19,1.4
785,05-000073,33.927,15.174,44.18,0.78
793,05-000083,37.093,12.527,42.79,1.6
842,05-000139,34.761,15.139,33.94,0.52
846,05-000143,38.146,11.955,33.65,0.56
866,05-000164,38.0,14.221,31.45,0.08
942,05-000257,35.414,16.735,24.92,0.25
947,05-000262,34.358,13.158,24.73,0.89
966,05-000283,34.246,14.505,23.56,0.78
1023,05-000352,37.966,13.126,20.82,0.37
1024,05-000354,35.143,11.358,20.77,0.18
1028,05-000360,38.877,14.321,20.53,0.12
1033,05-000365,38.269,13.734,20.42,0.32
1045,05-000379,38.712,12.363,19.92,0.19
1053,05-000389,35.54,12.662,19.34,0.78
1082,05-000422,34.654,13.105,18.11,0.1
1094,05-000436,36.48,16.393,17.66,0.4
1143,05-000492,38.316,14.489,15.63,0.18
1158,05-000513,36.043,16.517,15.21,0.3
1168,05-000524,34.12,16.575,14.92,1.0
1185,05-000542,33.888,12.198,14.43,-0.02
1218,05-000577,35.115,11.685,13.57,0.59
1230,05-000593,34.39,16.499,13.31,0.28
1232,05-000595,38.565,15.182,13.26,0.21
1240,05-000612,38.06,15.266,12.98,0.11
1262,05-000638,34.071,15.791,12.59,0.16
1285,05-000666,34.443,15.4,12.04,0.54
1289,05-000672,38.306,14.386,12.0,0.34
1315,05-000706,36.199,16.707,11.57,0.41
1336,05-000731,37.64,13.523,11.26,0.08
1438,05-000854,34.086,13.654,10.0,0.34
1443,05-000860,36.251,11.648,9.9,0.08
1458,05-000878,35.109,13.916,9.7,0.32
1495,05-000925,37.086,16.066,9.31,0.27
1543,05-000985,34.828,13.431,8.76,0.28
1564,05-001010,36.135,14.106,8.44,0.41
1593,05-001049,34.435,12.172,8.15,0.21
1599,05-001058,38.574,13.459,8.11,0.21
1608,05-001070,34.579,16.324,8.04,0.08
