,id,lat,lon,diam,depth
4210,12-000006,10.221,29.91,152.35,0.41
4315,12-000111,5.97,30.63,51.62,0.66
4316,12-000112,8.937,33.706,51.44,0.39
4325,12-000121,8.483,28.628,49.63,1.57
4461,12-000257,10.067,30.461,37.42,0.31
4577,12-000373,6.61,32.416,29.45,0.53
4641,12-000437,6.887,31.337,26.6,0.35
4643,12-000439,7.999,30.98,26.48,0.15
4663,12-000459,8.785,32.898,25.87,1.2
4702,12-000498,10.814,28.523,24.42,0.99
4730,12-000526,11.12,29.206,23.44,0.32
4756,12-000552,10.071,32.867,22.78,0.25
4879,12-000675,8.793,33.179,19.41,0.69
4890,12-000686,9.313,29.262,19.24,0.32
4903,12-000699,7.527,32.457,19.1,0.18
4914,12-000710,8.485,30.916,18.85,0.86
4916,12-000712,11.189,28.355,18.83,0.34
5006,12-000802,6.461,28.663,17.01,0.3
5025,12-000821,10.663,32.15,16.72,0.13
5088,12-000884,8.592,30.332,15.67,0.86
5094,12-000890,8.315,29.738,15.54,0.16
5107,12-000903,7.617,31.691,15.36,0.82
5146,12-000942,8.021,32.396,14.78,0.09
5213,12-001009,9.89,29.778,13.77,0.14
5366,12-001162,5.895,33.502,12.0,0.28
5498,12-001294,6.657,29.836,10.87,0.69
5558,12-001354,5.882,33.105,10.35,0.12
5611,12-001407,6.255,28.242,9.99,0.44
5673,12-001469,7.697,31.069,9.59,0.13
5710,12-001506,7.139,32.129,9.3,0.13
5740,12-001536,10.794,30.986,9.15,0.17
5756,12-001552,6.811,28.938,9.04,0.09
5775,12-001571,6.23,29.105,8.91,0.57
5863,12-001659,7.263,28.217,8.46,0.79
5885,12-001681,8.52,31.302,8.33,0.1
