,id,lat,lon,diam,depth
4292,12-000088,3.786,1.581,57.83,1.3
4400,12-000196,5.465,0.061,42.59,0.92
4404,12-000200,3.049,1.36,41.72,1.16
4406,12-000202,0.581,0.177,41.62,0.42
4525,12-000321,2.695,1.208,32.98,1.2
4560,12-000356,3.082,4.69,30.59,0.5
4567,12-000363,3.824,1.147,29.88,1.27
4574,12-000370,4.684,0.762,29.49,0.46
4576,12-000372,2.55,1.683,29.46,0.97
4631,12-000427,3.629,3.461,26.99,0.97
4655,12-000451,0.742,5.496,26.17,0.41
4686,12-000482,1.347,2.488,25.23,0.35
4791,12-000587,5.239,2.001,21.5,0.65
4817,12-000613,5.083,1.105,20.88,0.42
4838,12-000634,4.347,2.849,20.36,0.51
4851,12-000647,1.652,4.031,20.02,0.26
4882,12-000678,3.999,5.367,19.34,1.52
4893,12-000689,1.485,4.168,19.19,0.31
4912,12-000708,4.582,0.479,18.94,0.23
4927,12-000723,0.694,1.542,18.67,1.27
5080,12-000876,3.23,1.088,15.79,0.93
5139,12-000935,0.52,1.752,14.88,0.34
5144,12-000940,3.567,2.733,14.78,0.08
5157,12-000953,5.392,2.182,14.51,1.16
5187,12-000983,2.025,2.967,14.18,0.56
5195,12-000991,4.615,2.524,14.08,0.14
5218,12-001014,1.332,0.816,13.72,0.29
5257,12-001053,4.845,2.864,13.22,0.27
5276,12-001072,0.432,0.944,12.99,0.18
5313,12-001109,2.137,1.32,12.47,1.16
5348,12-001144,3.772,4.886,12.16,0.2
5364,12-001160,1.638,4.278,12.02,0.14
5375,12-001171,0.312,5.597,11.9,0.0
5425,12-001221,4.374,4.36,11.36,0.0
5619,12-001415,4.852,1.311,9.93,0.24
5624,12-001420,4.945,2.68,9.91,0.07
5629,12-001425,4.692,3.079,9.9,0.18
5643,12-001439,1.689,2.07,9.77,0.28
5648,12-001444,1.925,5.185,9.75,0.11
5664,12-001460,5.299,1.175,9.62,0.0
5668,12-001464,2.596,0.23,9.61,0.0
5692,12-001488,4.675,1.724,9.44,0.28
5695,12-001491,2.846,0.779,9.42,0.23
5725,12-001521,5.039,1.966,9.24,0.9
5874,12-001670,2.863,2.568,8.38,0.09
5875,12-001671,2.763,2.849,8.38,0.76
5877,12-001673,3.951,2.045,8.36,0.78
5901,12-001697,3.331,4.16,8.18,0.11
