,id,lat,lon,diam,depth
9899,18-000001,-19.002,-47.091,98.07,0.26
9960,18-000062,-20.205,-45.891,35.65,1.94
9987,18-000089,-18.439,-45.828,29.18,1.96
10009,18-000111,-18.61,-48.779,25.49,0.2
10010,18-000112,-20.435,-48.223,25.46,0.9
10017,18-000119,-22.206,-47.762,24.83,1.01
10032,18-000134,-21.811,-48.934,21.89,0.95
10039,18-000141,-20.709,-48.144,20.81,0.79
10047,18-000149,-19.726,-46.212,20.24,1.01
10090,18-000192,-21.449,-47.388,17.47,1.01
10122,18-000224,-22.048,-49.783,15.84,0.6
10127,18-000229,-18.942,-47.06,15.55,0.54
10157,18-000259,-18.492,-49.077,14.41,0.52
10169,18-000271,-22.008,-50.521,14.08,0.99
10226,18-000328,-20.752,-47.599,12.06,0.2
10227,18-000329,-19.643,-50.04,12.0,0.15
10250,18-000352,-18.625,-48.473,11.38,0.93
10261,18-000363,-17.692,-50.198,11.1,0.49
10358,18-000460,-20.274,-45.058,9.23,0.74
10377,18-000479,-21.269,-47.54,8.87,0.2
10395,18-000497,-22.223,-49.941,8.57,0.64
10403,18-000505,-20.753,-45.249,8.45,0.55
10410,18-000512,-18.629,-46.682,8.33,0.96
