id,lat,lon,diam,depth
01-002232,66.226,1.319,2.15,0.0
01-002235,65.684,7.041,2.14,0.0
01-002239,72.032,18.609,2.14,0.0
01-002241,69.424,-14.737,2.14,0.0
01-002245,69.401,-17.921,2.14,0.0
01-002248,74.69,24.133,2.13,0.0
01-002250,71.41,15.713,2.13,0.0
01-002251,68.448,-15.394,2.13,0.0
01-002254,67.295,-19.371,2.13,0.0
01-002262,65.018,-19.246,2.13,0.0
01-002270,65.205,25.837,2.12,0.0
01-002271,77.012,-8.579,2.12,0.0
01-002275,67.258,2.458,2.12,0.0
01-002277,68.774,1.094,2.12,0.0
01-002279,68.243,-4.75,2.12,0.0
01-002282,66.499,-1.106,2.12,0.0
01-002283,76.813,9.5,2.12,0.0
01-002284,67.142,-28.351,2.12,0.0
01-002286,73.915,27.121,2.12,0.0
01-002294,67.694,-13.96,2.11,0.0
01-002298,73.988,-15.581,2.11,0.0
01-002302,67.561,-1.185,2.1,0.0
01-002304,69.138,-9.756,2.1,0.0
01-002305,69.814,23.775,2.1,0.0
01-002307,65.452,21.705,2.1,0.0
01-002310,66.752,-7.366,2.1,0.0
01-002324,76.293,1.27,2.09,0.0
01-002325,68.734,-17.157,2.09,0.0
01-002330,68.219,-14.806,2.09,0.0
01-002331,73.316,-1.962,2.09,0.0
01-002338,68.589,-12.848,2.09,0.0
01-002348,76.002,11.267,2.08,0.0
01-002352,67.702,-13.49,2.08,0.0
01-002358,67.582,16.197,2.08,0.0
01-002361,67.801,-12.126,2.07,0.0
01-002363,66.831,-24.136,2.07,0.0
01-002364,76.196,-0.939,2.07,0.0
01-002369,72.731,6.792,2.07,0.0
01-002373,66.698,-20.568,2.07,0.0
01-002374,68.768,-7.958,2.07,0.0
01-002382,66.387,-18.537,2.06,0.0
01-002383,65.064,25.432,2.06,0.0
01-002385,67.747,-20.453,2.06,0.0
01-002392,68.99,-20.48,2.06,0.0
01-002394,68.658,-11.689,2.06,0.0
01-002404,68.525,17.756,2.05,0.0
01-002410,69.617,-10.555,2.05,0.0
01-002415,68.497,-11.142,2.04,0.0
01-002416,69.86,-14.502,2.04,0.0
01-002418,75.282,-27.875,2.04,0.0
01-002419,69.948,-11.652,2.04,0.0
01-002420,70.057,-16.511,2.04,0.0
01-002421,67.963,-7.655,2.04,0.0
01-002430,70.366,-0.772,2.03,0.0
01-002435,67.057,-15.923,2.03,0.0
01-002436,76.807,-0.573,2.03,0.0
01-002441,68.814,-0.131,2.03,0.0
01-002444,66.752,-16.919,2.02,0.0
01-002448,67.378,-0.505,2.02,0.0
01-002449,67.316,-16.822,2.02,0.0
01-002456,69.278,-10.592,2.02,0.0
01-002460,67.228,2.447,2.01,0.0
01-002467,66.548,-16.686,2.01,0.0
01-002470,67.83,0.303,2.01,0.0
01-002471,67.516,-13.804,2.01,0.0
01-002473,78.407,-0.173,2.01,0.0
01-002477,68.754,-3.313,2.01,0.0
01-002481,66.761,-0.636,2.01,0.0
01-002483,72.129,11.1,2.01,0.0
01-002485,65.154,-13.413,2.0,0.0
01-002487,68.146,-1.55,2.0,0.0
01-002490,66.385,-19.298,2.0,0.0
01-002491,68.613,-6.803,2.0,0.0
01-002495,67.46,11.234,2.0,0.0
01-002499,67.273,-17.301,2.0,0.0
01-002503,66.602,-10.731,1.99,0.0
01-002508,69.779,19.09,1.99,0.0
01-002525,70.041,-17.76,1.98,0.0
01-002529,75.473,-5.558,1.98,0.0
01-002530,69.454,18.264,1.98,0.0
01-002535,67.705,-18.515,1.98,0.0
01-002537,67.494,-14.291,1.98,0.0
01-002540,66.542,26.549,1.98,0.0
01-002542,69.746,4.354,1.97,0.0
01-002543,76.644,25.141,1.97,0.0
01-002556,74.738,-26.804,1.97,0.0
01-002558,71.508,2.381,1.97,0.0
01-002560,76.497,-7.025,1.97,0.0
01-002561,74.387,-26.761,1.97,0.0
01-002562,67.605,-23.755,1.97,0.0
01-002567,65.015,-25.644,1.97,0.0
01-002573,69.507,-14.074,1.96,0.0
01-002575,67.282,-16.974,1.96,0.0
01-002580,65.482,9.907,1.96,0.0
01-002583,65.402,26.484,1.96,0.0
01-002586,68.533,-11.649,1.96,0.0
01-002587,69.264,-17.754,1.96,0.0
01-002588,65.674,-22.649,1.96,0.0
01-002595,71.32,-2.59,1.95,0.0
01-002596,66.539,-28.414,1.95,0.0
01-002597,74.986,10.861,1.95,0.0
01-002604,69.063,7.949,1.95,0.0
01-002605,69.672,-22.236,1.95,0.0
01-002609,67.889,-13.877,1.94,0.0
01-002610,65.078,9.573,1.94,0.0
01-002611,65.422,25.672,1.94,0.02
01-002614,68.75,-8.81,1.94,0.0
01-002617,67.58,27.794,1.94,0.0
01-002620,68.279,-2.295,1.94,0.0
01-002624,68.716,-17.155,1.94,0.0
01-002625,69.445,-17.662,1.94,0.0
01-002626,68.062,27.5,1.93,0.0
01-002628,70.277,9.335,1.93,0.0
01-002631,66.342,-23.412,1.93,0.0
01-002633,68.939,-8.527,1.93,0.0
01-002637,67.504,-21.032,1.93,0.0
01-002638,65.07,-4.759,1.93,0.0
01-002641,69.447,-11.395,1.92,0.0
01-002646,68.959,17.502,1.92,0.0
01-002647,68.076,-16.161,1.92,0.0
01-002657,68.128,-23.948,1.91,0.0
01-002668,72.765,4.624,1.9,0.0
01-002670,72.959,1.388,1.9,0.0
01-002676,68.293,-0.026,1.9,0.0
01-002681,68.009,-1.674,1.9,0.0
01-002692,72.791,22.358,1.89,0.0
01-002694,76.139,-10.277,1.89,0.0
01-002695,65.076,-10.582,1.89,0.0
01-002697,67.73,-11.973,1.89,0.0
01-002700,69.474,-11.527,1.89,0.0
01-002705,68.112,-9.763,1.89,0.0
01-002715,68.523,9.91,1.88,0.0
01-002718,67.776,1.133,1.88,0.0
01-002723,65.091,26.164,1.88,0.0
01-002728,70.432,6.504,1.88,0.0
01-002730,68.237,-1.127,1.88,0.0
01-002733,65.933,-18.991,1.87,0.0
01-002736,70.17,-16.842,1.87,0.0
01-002739,76.107,29.019,1.87,0.0
01-002743,69.339,-11.837,1.87,0.0
01-002744,72.51,29.33,1.87,0.0
01-002745,66.326,2.093,1.87,0.0
01-002753,74.3,-26.684,1.86,0.0
01-002754,67.638,-17.337,1.86,0.0
01-002774,66.842,2.606,1.85,0.0
01-002776,67.795,-17.859,1.85,0.0
01-002783,66.16,-17.415,1.84,0.0
01-002789,68.093,-8.853,1.84,0.0
01-002795,67.292,1.646,1.84,0.0
01-002804,75.082,5.888,1.83,0.0
01-002806,72.838,-0.245,1.83,0.0
01-002810,67.203,-1.873,1.83,0.0
01-002812,69.755,-10.904,1.83,0.0
01-002814,65.856,-19.696,1.83,0.0
01-002824,78.453,23.301,1.82,0.0
01-002828,69.411,-8.894,1.82,0.0
01-002837,77.833,-23.806,1.82,0.0
01-002838,68.504,-21.617,1.82,0.0
01-002840,76.138,-7.261,1.82,0.0
01-002841,72.497,11.174,1.82,0.0
01-002843,76.311,-4.763,1.82,0.0
01-002845,69.119,-9.563,1.82,0.0
01-002848,66.82,9.946,1.81,0.0
01-002849,67.395,-22.817,1.81,0.0
01-002850,68.437,14.058,1.81,0.0
01-002854,66.433,-16.904,1.81,0.0
01-002856,69.141,-17.771,1.81,0.0
01-002857,66.661,25.645,1.81,0.0
01-002864,76.329,27.59,1.81,0.0
01-002870,66.305,-3.567,1.81,0.0
01-002872,71.163,-2.702,1.81,0.0
01-002874,65.188,-17.682,1.81,0.0
01-002876,66.89,3.033,1.8,0.0
01-002882,69.521,-22.253,1.8,0.0
01-002883,71.586,12.716,1.8,0.0
01-002884,74.273,-14.388,1.8,0.0
01-002891,65.382,1.209,1.79,0.0
01-002894,70.544,17.961,1.79,0.0
01-002897,68.186,7.087,1.79,0.0
01-002899,70.29,13.52,1.79,0.0
01-002903,69.106,-11.367,1.79,0.0
01-002905,70.105,-1.419,1.79,0.0
01-002907,68.288,-18.031,1.79,0.0
01-002909,65.518,26.259,1.78,0.0
01-002910,65.686,18.08,1.78,0.0
01-002912,70.029,-0.396,1.78,0.0
01-002917,75.088,-0.221,1.78,0.0
01-002919,68.325,-12.526,1.78,0.0
01-002921,66.665,15.468,1.78,0.0
01-002925,75.36,3.147,1.78,0.0
01-002928,76.511,21.494,1.78,0.0
01-002937,77.335,-3.293,1.77,0.0
01-002939,76.344,-19.23,1.77,0.0
01-002940,68.591,-13.154,1.77,0.0
01-002941,68.081,-12.271,1.77,0.0
01-002943,76.05,-8.01,1.77,0.0
01-002945,69.627,17.61,1.77,0.0
01-002946,69.584,0.602,1.77,0.0
01-002947,65.011,11.156,1.77,0.0
01-002953,67.122,-6.43,1.77,0.0
01-002960,77.114,11.647,1.76,0.0
01-002969,67.982,-12.299,1.76,0.0
01-002977,68.865,-8.569,1.76,0.0
01-002980,66.736,-7.478,1.76,0.0
01-002987,69.47,-8.648,1.75,0.0
01-002988,69.407,-14.969,1.75,0.0
01-002996,67.575,-16.248,1.75,0.0
01-002998,66.719,-25.333,1.75,0.0
01-002999,70.267,-10.812,1.75,0.0
01-003000,67.204,6.799,1.75,0.0
01-003001,70.439,-1.625,1.75,0.0
01-003002,67.15,-25.592,1.75,0.0
01-003008,68.015,17.517,1.74,0.0
01-003017,66.293,-11.322,1.74,0.0
01-003018,76.805,29.336,1.74,0.0
01-003023,68.193,26.194,1.74,0.0
01-003027,68.827,22.96,1.74,0.0
01-003030,72.296,9.416,1.74,0.0
01-003033,67.776,0.692,1.74,0.0
01-003036,73.999,11.207,1.74,0.0
01-003043,70.104,-16.519,1.73,0.0
01-003052,65.091,-27.429,1.73,0.0
01-003062,71.523,19.448,1.73,0.0
01-003067,71.597,18.615,1.73,0.0
01-003072,69.181,28.691,1.73,0.0
01-003073,66.233,-19.126,1.73,0.0
01-003077,73.145,-7.42,1.72,0.0
01-003078,69.057,-14.856,1.72,0.0
01-003081,70.376,-5.463,1.72,0.0
01-003082,68.545,22.909,1.72,0.0
01-003083,73.633,6.777,1.72,0.0
01-003089,68.611,25.048,1.72,0.0
01-003091,72.728,17.252,1.72,0.0
01-003100,65.724,-18.543,1.71,0.0
01-003104,72.965,6.998,1.71,0.0
01-003110,75.558,27.872,1.71,0.0
01-003111,71.225,22.484,1.71,0.0
01-003115,75.353,17.327,1.71,0.0
01-003116,74.207,29.174,1.71,0.0
01-003118,67.144,16.46,1.71,0.0
01-003122,67.641,25.575,1.71,0.0
01-003130,70.569,0.552,1.7,0.0
01-003134,72.994,19.068,1.7,0.0
01-003141,67.97,-15.945,1.7,0.0
01-003145,71.936,-5.101,1.7,0.0
01-003147,69.19,-15.045,1.69,0.0
01-003149,76.461,21.649,1.69,0.0
01-003154,73.323,12.514,1.69,0.0
01-003156,68.313,-2.003,1.69,0.0
01-003158,74.731,10.309,1.69,0.0
01-003162,71.866,1.922,1.69,0.0
01-003168,69.448,-10.36,1.69,0.0
01-003169,69.769,-11.626,1.69,0.0
01-003176,69.829,18.523,1.68,0.0
01-003179,71.37,-22.004,1.68,0.0
01-003180,66.602,16.378,1.68,0.0
01-003187,75.43,9.59,1.68,0.0
01-003193,75.23,27.542,1.68,0.0
01-003199,73.954,-23.381,1.68,0.0
01-003204,70.812,-7.159,1.67,0.0
01-003207,66.471,-24.149,1.67,0.0
01-003211,68.352,27.938,1.67,0.0
01-003216,68.362,19.666,1.67,0.0
01-003228,67.778,-20.295,1.67,0.0
01-003229,71.39,-4.295,1.67,0.0
01-003236,73.425,28.617,1.66,0.0
01-003238,69.138,-15.058,1.66,0.0
01-003242,75.578,5.641,1.66,0.0
01-003245,66.754,2.871,1.66,0.0
01-003247,76.696,-6.025,1.66,0.0
01-003252,69.683,12.518,1.66,0.0
01-003257,72.01,29.777,1.66,0.0
01-003262,74.957,13.268,1.65,0.0
01-003266,69.697,2.28,1.65,0.0
01-003269,68.198,-9.277,1.65,0.0
01-003282,69.65,19.284,1.65,0.0
01-003285,73.979,-24.124,1.64,0.0
01-003289,69.234,13.872,1.64,0.0
01-003292,68.625,-21.417,1.64,0.0
01-003297,66.73,-20.7,1.64,0.0
01-003305,67.416,-16.287,1.64,0.0
01-003306,76.581,18.506,1.64,0.0
01-003308,68.679,-11.824,1.63,0.0
01-003312,69.051,-9.58,1.63,0.0
01-003316,68.076,14.512,1.63,0.0
01-003319,68.24,22.235,1.63,0.0
01-003321,76.993,28.279,1.63,0.0
01-003334,65.174,27.755,1.62,0.0
01-003339,78.221,-10.841,1.62,0.0
01-003341,68.651,-27.243,1.62,0.0
01-003358,66.978,-2.625,1.62,0.0
01-003360,70.925,-7.577,1.62,0.0
01-003364,65.346,17.298,1.62,0.0
01-003365,69.205,28.796,1.62,0.0
01-003378,70.077,-3.866,1.61,0.0
01-003379,65.814,-0.978,1.61,0.0
01-003381,69.499,24.513,1.61,0.0
01-003388,73.307,3.896,1.61,0.0
01-003390,70.569,-11.19,1.61,0.0
01-003396,69.328,2.334,1.61,0.0
01-003399,72.683,5.842,1.61,0.0
01-003400,67.641,-8.697,1.6,0.0
01-003407,77.537,23.075,1.6,0.0
01-003409,69.313,-17.872,1.6,0.0
01-003419,65.744,-27.666,1.6,0.0
01-003424,68.529,-11.082,1.6,0.0
01-003436,68.718,-24.876,1.59,0.0
01-003437,70.181,22.401,1.59,0.0
01-003438,66.53,13.774,1.59,0.0
01-003441,69.201,-11.044,1.59,0.0
01-003445,74.521,8.851,1.59,0.0
01-003453,71.736,2.833,1.58,0.0
01-003459,65.381,-26.689,1.58,0.0
01-003464,69.974,-26.065,1.58,0.0
01-003472,67.991,-18.854,1.58,0.0
01-003473,70.003,9.905,1.58,0.0
01-003475,66.549,-1.49,1.58,0.0
01-003481,67.292,25.932,1.58,0.0
01-003484,69.481,-2.19,1.58,0.0
01-003485,70.088,-14.502,1.58,0.0
01-003488,66.01,-19.673,1.58,0.0
01-003491,73.966,13.098,1.57,0.0
01-003494,73.22,12.992,1.57,0.0
01-003508,76.945,11.842,1.57,0.0
01-003518,66.261,-16.491,1.56,0.0
01-003520,65.51,26.383,1.56,0.0
01-003522,69.126,-9.502,1.56,0.0
01-003525,75.198,19.217,1.56,0.0
01-003528,65.668,-19.735,1.56,0.0
01-003529,70.472,21.919,1.56,0.0
01-003537,65.298,29.043,1.56,0.0
01-003541,70.894,16.605,1.56,0.0
01-003549,65.924,27.539,1.56,0.0
01-003551,69.565,-10.571,1.55,0.0
01-003565,67.379,-14.021,1.55,0.0
01-003567,78.123,-4.545,1.55,0.0
01-003574,67.487,18.853,1.55,0.0
01-003578,73.852,-12.751,1.55,0.0
01-003579,66.149,-17.055,1.55,0.0
01-003585,68.186,26.18,1.54,0.0
01-003592,71.571,-8.252,1.54,0.0
01-003596,67.204,18.798,1.54,0.0
01-003602,76.748,-23.109,1.54,0.0
01-003608,76.48,-9.37,1.54,0.0
01-003615,67.675,-18.673,1.54,0.0
01-003622,67.909,-12.688,1.53,0.0
01-003623,75.991,29.661,1.53,0.0
01-003630,66.772,21.494,1.53,0.0
01-003634,67.503,-18.87,1.53,0.0
01-003636,70.497,13.939,1.53,0.0
01-003644,76.001,16.945,1.53,0.0
01-003646,69.516,-11.666,1.53,0.0
01-003654,67.21,20.581,1.53,0.0
01-003669,65.513,29.237,1.52,0.0
01-003670,67.808,22.384,1.52,0.0
01-003701,65.283,-13.132,1.51,0.0
01-003710,65.283,2.221,1.51,0.0
01-003712,65.686,24.617,1.5,0.0
01-003719,76.721,11.849,1.5,0.0
01-003720,65.701,18.033,1.5,0.0
01-003729,71.426,-27.854,1.5,0.0
01-003735,66.476,-16.915,1.49,0.0
01-003742,77.233,-11.709,1.49,0.0
01-003744,75.092,3.131,1.49,0.0
01-003745,76.24,1.521,1.49,0.0
01-003749,72.823,0.85,1.49,0.0
01-003756,66.331,-16.721,1.49,0.0
01-003758,75.77,24.686,1.49,0.0
01-003770,66.199,19.059,1.49,0.0
01-003778,69.474,-7.928,1.48,0.0
01-003780,71.85,16.472,1.48,0.0
01-003790,77.177,28.167,1.48,0.0
01-003795,68.301,8.061,1.48,0.0
01-003799,70.156,-24.13,1.48,0.0
01-003805,69.21,14.503,1.48,0.0
01-003807,73.521,17.219,1.48,0.0
01-003811,71.891,-25.981,1.47,0.0
01-003813,70.141,22.043,1.47,0.0
01-003815,70.571,0.272,1.47,0.0
01-003825,68.101,17.885,1.47,0.0
01-003843,73.815,7.844,1.47,0.0
01-003846,70.714,8.423,1.46,0.0
01-003848,73.758,25.042,1.46,0.0
01-003852,65.371,24.983,1.46,0.0
01-003856,77.41,1.275,1.46,0.0
01-003859,66.743,2.075,1.46,0.0
01-003862,77.04,29.74,1.46,0.0
01-003864,76.349,2.146,1.46,0.0
01-003870,69.091,3.734,1.46,0.0
01-003880,72.335,0.362,1.46,0.0
01-003883,68.438,-2.299,1.46,0.0
01-003887,67.664,-23.943,1.45,0.0
01-003889,76.552,4.908,1.45,0.0
01-003902,74.184,-27.342,1.45,0.0
01-003904,69.268,-12.992,1.45,0.0
01-003907,67.738,-15.925,1.45,0.0
01-003909,68.896,-12.774,1.45,0.0
01-003916,76.8,1.791,1.44,0.0
01-003927,76.396,-6.565,1.44,0.0
01-003928,68.942,17.573,1.44,0.0
01-003931,67.721,-13.809,1.44,0.0
01-003937,67.911,18.885,1.44,0.0
01-003944,71.274,11.302,1.44,0.0
01-003963,71.64,7.825,1.43,0.0
01-003973,67.984,14.22,1.43,0.0
01-003978,68.571,-20.636,1.43,0.0
01-003982,66.164,-0.895,1.43,0.0
01-003986,69.707,-21.716,1.43,0.0
01-003999,77.997,-4.191,1.42,0.0
01-004004,69.635,-26.938,1.42,0.0
01-004011,66.259,-17.493,1.42,0.0
01-004014,75.029,27.512,1.42,0.0
01-004016,66.295,16.021,1.42,0.0
01-004022,67.041,-29.016,1.42,0.0
01-004023,65.779,19.457,1.42,0.0
01-004024,69.652,-24.464,1.42,0.0
01-004026,78.885,-15.891,1.42,0.0
01-004029,68.181,6.388,1.41,0.0
01-004031,76.527,0.241,1.41,0.0
01-004046,76.626,19.755,1.41,0.0
01-004049,70.127,8.689,1.41,0.0
01-004051,69.904,-14.628,1.41,0.0
01-004064,75.037,3.427,1.4,0.0
01-004067,68.817,0.824,1.4,0.0
01-004080,74.681,-23.947,1.4,0.0
01-004081,69.536,-11.987,1.4,0.0
01-004086,70.734,13.905,1.4,0.0
01-004087,76.934,-10.56,1.4,0.0
01-004092,66.622,12.884,1.4,0.0
01-004093,74.126,-28.443,1.4,0.0
01-004102,68.79,-8.396,1.39,0.0
01-004114,67.842,-15.527,1.39,0.0
01-004121,67.023,25.985,1.39,0.0
01-004125,65.782,28.583,1.39,0.0
01-004127,69.46,-15.4,1.39,0.0
01-004137,75.476,17.797,1.39,0.0
01-004144,73.508,11.004,1.39,0.0
01-004145,77.033,21.069,1.39,0.0
01-004158,67.63,0.267,1.38,0.0
01-004165,65.55,26.76,1.38,0.0
01-004167,67.622,-19.964,1.38,0.0
01-004168,68.797,-11.836,1.38,0.0
01-004171,68.861,-14.454,1.38,0.0
01-004174,69.22,-5.244,1.38,0.0
01-004208,73.615,24.434,1.37,0.0
01-004228,70.388,-14.905,1.37,0.0
01-004234,72.485,23.947,1.37,0.0
01-004240,75.334,-0.663,1.37,0.0
01-004250,67.57,11.063,1.36,0.0
01-004256,76.528,0.538,1.36,0.0
01-004259,71.439,1.766,1.36,0.0
01-004265,77.015,15.56,1.36,0.0
01-004281,65.311,24.876,1.36,0.0
01-004292,67.043,-17.41,1.35,0.0
01-004293,73.17,17.096,1.35,0.0
01-004315,66.415,5.802,1.35,0.0
01-004325,71.622,8.687,1.34,0.0
01-004336,69.3,13.123,1.34,0.0
01-004342,72.457,18.884,1.34,0.0
01-004347,65.659,20.345,1.34,0.0
01-004348,66.63,-20.233,1.34,0.0
01-004352,68.192,-9.089,1.34,0.0
01-004356,74.808,27.272,1.34,0.0
01-004357,67.136,14.298,1.34,0.0
01-004358,69.126,-9.915,1.34,0.0
01-004365,72.115,11.728,1.34,0.0
01-004371,71.009,8.563,1.34,0.0
01-004378,67.05,26.955,1.33,0.0
01-004385,68.903,14.526,1.33,0.0
01-004390,70.136,-12.253,1.33,0.0
01-004392,72.793,20.197,1.33,0.0
01-004394,77.123,-11.448,1.33,0.0
01-004402,73.279,17.651,1.33,0.0
01-004409,74.582,0.78,1.33,0.0
01-004423,68.716,16.678,1.33,0.0
01-004426,65.841,-29.713,1.33,0.0
01-004433,69.874,21.471,1.32,0.0
01-004434,66.308,-4.254,1.32,0.0
01-004457,69.484,-10.419,1.32,0.0
01-004461,68.057,11.717,1.32,0.0
01-004465,72.218,23.727,1.32,0.0
01-004468,74.155,10.918,1.32,0.0
01-004474,71.837,27.656,1.32,0.0
01-004475,72.187,27.843,1.32,0.0
01-004480,67.181,-0.147,1.31,0.0
01-004489,68.278,22.988,1.31,0.0
01-004490,70.237,-27.253,1.31,0.0
01-004501,76.398,26.3,1.31,0.0
01-004506,73.501,-25.377,1.31,0.0
01-004523,69.403,20.008,1.31,0.0
01-004531,69.968,-1.214,1.3,0.0
01-004534,72.81,21.307,1.3,0.0
01-004542,75.766,17.882,1.3,0.0
01-004552,69.883,-14.62,1.3,0.0
01-004566,67.036,28.619,1.3,0.0
01-004578,77.287,20.745,1.29,0.0
01-004581,77.681,15.402,1.29,0.0
01-004589,72.517,15.104,1.29,0.0
01-004599,70.215,-12.241,1.29,0.0
01-004603,70.233,16.731,1.29,0.0
01-004607,66.606,11.666,1.29,0.0
01-004623,68.967,-17.235,1.28,0.0
01-004628,72.029,29.781,1.28,0.0
01-004634,67.213,-27.749,1.28,0.0
01-004644,72.561,-9.627,1.28,0.0
01-004646,65.758,-0.793,1.28,0.0
01-004652,65.895,12.321,1.28,0.0
01-004674,75.084,12.621,1.27,0.0
01-004675,66.626,26.85,1.27,0.0
01-004693,67.151,17.351,1.27,0.0
01-004697,66.946,0.267,1.27,0.0
01-004702,70.041,-15.271,1.27,0.0
01-004736,71.898,-1.04,1.26,0.0
01-004743,70.591,29.701,1.26,0.0
01-004744,72.199,23.736,1.26,0.0
01-004746,65.529,19.395,1.26,0.0
01-004749,66.224,7.226,1.25,0.0
01-004759,66.154,22.465,1.25,0.0
01-004767,70.323,1.503,1.25,0.0
01-004770,68.43,22.016,1.25,0.0
01-004780,68.849,27.997,1.25,0.0
01-004802,65.605,13.31,1.25,0.0
01-004810,69.123,28.986,1.24,0.0
01-004837,67.976,15.71,1.24,0.0
01-004841,76.924,12.439,1.23,0.0
01-004853,67.225,-20.479,1.23,0.0
01-004870,70.352,-4.284,1.23,0.0
01-004882,68.766,-17.525,1.23,0.0
01-004902,67.28,24.087,1.23,0.0
01-004921,74.613,22.564,1.22,0.0
01-004926,67.821,19.352,1.22,0.0
01-004927,72.037,14.232,1.22,0.0
01-004968,67.432,7.605,1.21,0.0
01-004975,70.635,-5.219,1.21,0.0
01-004980,67.361,17.482,1.21,0.0
01-004984,76.699,-17.943,1.21,0.0
01-005007,67.8,-8.399,1.21,0.0
01-005011,71.081,-27.474,1.21,0.0
01-005017,68.297,18.42,1.21,0.0
01-005027,66.833,-28.233,1.2,0.0
01-005031,68.209,-11.997,1.2,0.0
01-005033,76.532,8.344,1.2,0.0
01-005041,70.639,-0.596,1.2,0.0
01-005043,73.754,1.785,1.2,0.0
01-005048,72.686,29.196,1.2,0.0
01-005063,65.805,12.413,1.2,0.0
01-005072,66.374,-29.577,1.19,0.0
01-005080,72.207,12.064,1.19,0.0
01-005086,67.732,-20.781,1.19,0.0
01-005110,65.866,-29.739,1.19,0.0
01-005112,76.799,13.756,1.19,0.0
01-005114,66.732,14.404,1.19,0.0
01-005115,66.937,-29.192,1.19,0.0
01-005116,65.711,13.429,1.19,0.0
01-005118,76.112,1.913,1.19,0.0
01-005137,75.596,-0.325,1.18,0.0
01-005140,76.127,-10.962,1.18,0.0
01-005150,68.31,-7.439,1.18,0.0
01-005151,65.098,-19.12,1.18,0.0
01-005197,78.61,26.465,1.17,0.0
01-005198,70.048,18.972,1.17,0.0
01-005201,70.697,-8.473,1.17,0.0
01-005212,66.448,25.959,1.17,0.0
01-005213,72.392,-9.318,1.17,0.0
01-005225,69.63,-23.823,1.17,0.0
01-005241,73.303,26.197,1.16,0.0
01-005244,73.837,17.01,1.16,0.0
01-005245,68.689,-15.184,1.16,0.0
01-005263,65.283,-17.621,1.16,0.0
01-005265,72.558,15.436,1.16,0.0
01-005282,76.941,3.307,1.16,0.0
01-005297,67.815,14.479,1.15,0.0
01-005304,70.891,-1.969,1.15,0.0
01-005307,66.433,-25.215,1.15,0.0
01-005310,68.118,-1.41,1.15,0.0
01-005323,68.208,-18.69,1.15,0.0
01-005330,68.114,7.808,1.15,0.0
01-005337,76.078,-27.729,1.15,0.0
01-005347,66.927,25.797,1.15,0.0
01-005349,71.469,9.837,1.15,0.0
01-005350,72.807,-12.774,1.15,0.0
01-005360,68.812,16.508,1.15,0.0
01-005367,71.118,-28.259,1.14,0.0
01-005378,67.421,-24.812,1.14,0.0
01-005379,70.249,-21.673,1.14,0.0
01-005380,71.829,22.064,1.14,0.0
01-005396,75.06,-12.404,1.14,0.0
01-005404,68.221,-9.458,1.14,0.0
01-005407,77.037,-22.518,1.14,0.0
01-005408,67.798,-13.296,1.14,0.0
01-005417,69.179,19.661,1.14,0.0
01-005437,69.776,-15.139,1.13,0.0
01-005443,68.545,-9.889,1.13,0.0
01-005445,73.068,6.175,1.13,0.0
01-005457,66.916,16.295,1.13,0.0
01-005469,72.257,11.77,1.13,0.0
01-005473,72.5,26.231,1.12,0.0
01-005476,72.24,26.716,1.12,0.0
01-005492,70.354,12.729,1.12,0.0
01-005501,65.463,23.331,1.12,0.0
01-005503,78.119,23.284,1.12,0.0
01-005504,68.888,0.76,1.12,0.0
01-005517,76.373,14.864,1.12,0.0
01-005533,73.136,10.053,1.12,0.0
01-005534,68.577,-9.842,1.12,0.0
01-005536,76.795,11.952,1.11,0.0
01-005542,68.475,-9.696,1.11,0.0
01-005555,74.232,26.716,1.11,0.0
01-005557,69.716,21.351,1.11,0.0
01-005567,65.536,-19.814,1.11,0.0
01-005570,71.466,19.038,1.11,0.0
01-005576,71.093,9.529,1.11,0.0
01-005579,70.163,25.346,1.11,0.0
01-005583,76.956,-3.242,1.11,0.0
01-005589,75.235,21.172,1.11,0.0
01-005590,68.667,-18.022,1.11,0.0
01-005598,78.498,-2.803,1.11,0.0
01-005606,68.035,-15.412,1.1,0.0
01-005610,68.954,-15.384,1.1,0.0
01-005616,68.17,25.198,1.1,0.0
01-005619,76.763,-3.82,1.1,0.0
01-005620,70.333,17.129,1.1,0.0
01-005622,65.758,22.817,1.1,0.0
01-005623,67.648,-24.177,1.1,0.0
01-005631,67.212,-24.647,1.1,0.0
01-005635,69.45,-23.513,1.1,0.0
01-005636,73.567,15.652,1.1,0.0
01-005644,78.144,-9.241,1.1,0.0
01-005653,65.361,21.441,1.1,0.0
01-005655,65.442,-23.963,1.1,0.0
01-005659,68.046,-1.231,1.1,0.0
01-005662,71.145,-7.593,1.1,0.0
01-005663,70.27,0.633,1.1,0.0
01-005667,68.904,9.078,1.1,0.0
01-005669,74.157,2.197,1.1,0.0
01-005678,70.603,1.577,1.09,0.0
01-005689,70.459,7.568,1.09,0.0
01-005701,66.788,23.95,1.09,0.0
01-005703,65.028,25.765,1.09,0.0
01-005716,70.853,-8.715,1.09,0.0
01-005725,68.717,-10.151,1.09,0.0
01-005736,70.664,5.106,1.09,0.0
01-005743,68.725,-15.239,1.09,0.0
01-005757,66.979,28.809,1.08,0.0
01-005765,67.028,28.417,1.08,0.0
01-005777,65.852,-29.6,1.08,0.0
01-005784,67.342,27.536,1.08,0.0
01-005786,72.478,27.123,1.08,0.0
01-005787,65.268,-15.047,1.08,0.0
01-005798,69.191,-14.941,1.08,0.0
